Mat.Typ,Material,Base Unit of Measure,Mat.Desc,Plant,Mat.Grp,Mat.Grp Desc,Sub group,Sub Group Desc,Split Valuation Status,Serial Number Status
ZSPR,4000003506,NO,"PLATE,GALVANIZED",4219,M0046,MISC. MATERIAL,EX-M0046-001,MISC. MATERIALS,YES,NO
ZSPR,4000003505,NO,"PLATE,COVER,NGK,FOR POST INSUL 8 HOLES",3149,M0046,MISC. MATERIAL,EX-M0046-001,MISC. MATERIALS,YES,NO
ZSPR,4000003504,NO,"PLATE,COVER,NGK,FOR POST INSUL 4 HOLES",4166,M0046,MISC. MATERIAL,EX-M0046-001,MISC. MATERIALS,YES,NO
ZSPR,4000003503,NO,"PLATE,ALUMINUM",4127,M0046,MISC. MATERIAL,EX-M0046-001,MISC. MATERIALS,YES,NO
ZSPR,4000003502,NO,"PIPE,FLEXIBLE",4220,M0046,MISC. MATERIAL,EX-M0046-001,MISC. MATERIALS,YES,NO
ZSPR,4000003500,NO,"PIPE,CU,8/6MM",4219,M0046,MISC. MATERIAL,EX-M0046-001,MISC. MATERIALS,YES,NO
ZSPR,4000003499,NO,"PIPE,CU,5/8IN",2103,M0046,MISC. MATERIAL,EX-M0046-001,MISC. MATERIALS,YES,NO
ZSPR,4000003495,NO,"PIPE,CU,14MM",4247,M0046,MISC. MATERIAL,EX-M0046-001,MISC. MATERIALS,YES,NO
ZSPR,4000003408,NO,"CLAMP,SURGE CAPACITOR,40KA",4273,M0046,MISC. MATERIAL,EX-M0046-001,MISC. MATERIALS,YES,NO
ZSPR,4000003407,NO,TNC SPARES:KEY,4189,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003406,NO,TNC SPARES:EXPOSURE METER,4175,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003405,NO,EOT SPARES:MANOMETER,4183,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003404,NO,EOT SPARES:THROTTLING/CLOSING VALVE,4214,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000000319,NO,"HANDLE,OPERATING",4129,M0007,CIRCUIT BREAKER ACCS,EX-M0007-006,CIRCUIT BREAKER ACCS,YES,NO
ZSPR,4000003011,NO,SOLENOID COIL,4266,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003401,NO,CB SPARES:CLAPET ASSY OUTER EXHAUST,3280,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003400,NO,CB SPARES:RUBBER SECTOR,4248,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003399,NO,CB SPARES:CLAMPING RING,4232,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003398,NO,CB SPARES:CONDESIT INSULATOR,4237,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003397,NO,CB SPARES:CONDUCT INSULATOR,3291,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003396,NO,CB SPARES:CONDUL INSULATOR,4154,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003395,NO,CB SPARES:BO COIL,4271,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003394,NO,CB SPARES:BUS PLATE,5199,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003393,NO,CB SPARES:INS BOT ASSEMBLY,2103,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003392,NO,CB SPARES:PISTON ROD,4191,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003391,NO,CB SPARES:FIXING,4237,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003390,NO,CB SPARES:INTERLOCKING FINGER,4231,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003389,NO,"MICRO SPARES:CARD,TX/RX",4186,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003388,NO,"COLUMN,STEEL",4123,M0046,MISC. MATERIAL,EX-M0046-001,MISC. MATERIALS,YES,NO
ZSPR,4000003387,NO,"COLUMN,GAS,EMPTY",3254,M0046,MISC. MATERIAL,EX-M0046-001,MISC. MATERIALS,YES,NO
ZSPR,4000003386,NO,WOODEN CONTAINER,4213,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003385,NO,WATER TANK,4244,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003384,NO,"WASHER,TEFLON",4220,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003383,NO,"VALVES,SET,765KV T/F",4120,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003381,NO,"VALVES,SET,36KV T/F",4268,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003379,NO,"VALVES,SET,145KV T/F",4173,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000000412,NO,"FIXED CONTACT,420KV,CB",4194,M0007,CIRCUIT BREAKER ACCS,EX-M0007-007,MOM & ACCS,YES,NO
ZSPR,4000003377,NO,"VALVE,SUCTION,SHUTOFF",4210,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003376,NO,"VALVE,SUCTION",5192,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003375,NO,"VALVE,SOLENOID,DIAPHRAGM,PILOT OPTD",4223,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003374,NO,"VALVE,SECTION",4248,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003373,NO,"VALVE,PILOT",4105,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZTEQ,4200000074,NO,"BATTERY SET,LEAD ACID,110V,200AH",4179,M0020,BATTERY & CHARGER,EX-M0020-002,LEAD ACID BATTERIES,YES,NO
ZSPR,4000000800,NO,"L-PLATE,CT,420KV",2292,M0004,CURRENT XMER,EX-M0004-006,400 OIP TYPE CT,YES,NO
ZSPR,4000003370,NO,"VALVE,GUIDE",4207,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003369,NO,"VALVE,F2A",4170,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003368,NO,"VALVE,DM",4236,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003367,NO,UNIVERSAL SWITCH REGULATOR,4251,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZAST,4500001424,NO,"DOHAR/AC BLANKET,SINGLE BED",4282,M0039,OTHER T&P,,,NO,NO
ZSPR,4000003365,NO,TNC SPR:REC AC/DC VLTMTR W/HRMNCS ANLYSR,4130,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003364,NO,TNC SPARES:YTG-31TG,4171,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003363,NO,"TNC SPARES:Y RELAY,DSB",3116,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003362,NO,TNC SPARES:WOODEN BOX,4268,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZCON,4100000664,L,"OIL,MOBIL,COMPRESSOR",4215,M0035,OIL AND LUBRICANTS,EX-M0035-001,OIL & LUBRICANTS,YES,NO
ZSPR,4000003360,NO,TNC SPARES:WIPER ASSEMBLY,3149,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003356,NO,TNC SPARES:VTT-II RELAY,4214,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003355,NO,TNC SPARES:VHF TRANS./RECEIVE SET,3200,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003354,NO,TNC SPARES:VHF MULTISET,4148,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003353,NO,TNC SPARES:VF HYBRID,4170,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003352,NO,TNC SPARES:VF CARRIER SUPERVISOR,4253,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003351,NO,TNC SPARES:VF AMPLIFIER,4285,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSCM,9300001334,KM,"CONDUCTOR,ACSR PANTHER_SCRP",4277,M0031,CONDUCTOR,,,NO,NO
ZSPR,4000003349,NO,"TNC SPARES:VACUUM TUBES,VALVE",4240,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003348,NO,TNC SPARES:V.FT. HIGH PASS,4239,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003347,NO,TNC SPARES:V.F.PROTECTION EQUIP CHASIS,4218,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003346,NO,TNC SPARES:V.F./I.F. DC COUPLER,4168,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003345,NO,TNC SPARES:V.F./I.F. CONVERTER,4155,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003344,NO,TNC SPARES:V.F. LOW PASS FILTER,4159,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003343,NO,TNC SPARES:V.F. LOW PASS 3.8 KHZ,4226,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003342,NO,TNC SPARES:V.F. HIGH PASS FILTER,4215,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZTEQ,4200001022,NO,"INSULATOR,PORCELAIN,ANTIFOG,120KN",4279,M0022,INSULATOR,EX-M0022-001,DISC INSUL.,YES,NO
ZSPR,4000003340,NO,TNC SPARES:UNI SELECTOR,4109,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003339,NO,TNC SPARES:TZ-6 TESTING ZIG,4239,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003338,NO,TNC SPARES:TX SPEECH,3280,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003337,NO,TNC SPARES:TWIN FLEX TRANSMITTER,4215,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003336,NO,TNC SPARES:TWEEZER FOR RECORDING STYLUS,4118,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003335,NO,TNC SPARES:TUNING FORK OSCILLATOR,4260,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003334,NO,TNC SPARES:TUBE SOCKET,3104,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003333,NO,TNC SPARES:TRANSMITTER ATTENUATOR,4233,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003332,NO,TNC SPARES:TRANSMISSION MEASURING SET,4117,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003331,NO,TNC SPARES:TRANSISTOR,4111,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003330,NO,TNC SPARES:TRANSFORMER TBV 42/2586,4186,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003329,NO,TNC SPARES:TRANSFORMER 40/ 82504,4186,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003328,NO,TNC SPARES:TRANS. SPEECH AMPLIFIER,4125,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003327,NO,"TNC SPARES:TOOL KIT,DISTURBANCE RECORD",4248,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003326,NO,TNC SPARES:TIMER LAG RELAY,3144,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003325,NO,TNC SPARES:TIME INTERVAL METER,4269,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003324,NO,TNC SPARES:THROUGH OVER TRIPPING RELAY,4244,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003323,NO,TNC SPARES:THERMO CONTACT,4229,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003322,NO,TNC SPARES:TFR RECTIFIER,4289,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003321,NO,TNC SPARES:TESTING PROBE(RED & BLACK),4166,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003320,NO,TNC SPARES:TEST PRINT FOR ETBB,4232,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003319,NO,TNC SPARES:TEST PRINT,4252,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003318,NO,TNC SPARES:TEST PLUG,4261,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003317,NO,TNC SPARES:TEST OSCILLATOR,4119,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003316,NO,TNC SPARES:TEST JACK,4220,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003315,NO,TNC SPARES:TEST CARD RAZFE,4180,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003314,NO,TNC SPARES:TERMINAL SOCKET 20A,4195,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003313,NO,TNC SPARES:TERMINAL SOCKET 10A,4112,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003312,NO,TNC SPARES:TERMINAL PLUG 20A,4229,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003311,NO,TNC SPARES:TERMINAL PLUG 10A,4142,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003310,NO,TNC SPARES:TERMINAL EQUALIZER,4189,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003309,NO,TNC SPARES:TELEPHONE JUNCTION BOX,4159,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZTOW,4300001982,NO,"MONOPOLE,DC,245KV,PE,60-90DG,W/X ARM,21M",4269,M0043,TOWER,,,YES,NO
ZSPR,4000003307,NO,TNC SPARES:T/F ATTENUATOR UNIT,4117,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003306,NO,TNC SPARES:SUPERVISION PRINT,4189,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003305,NO,TNC SPARES:SUBSCRIBVER MODULE,4225,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000000671,NO,"CT,AUX,0.625/1 A",4235,M0013,CNTRL & RLY PANEL AC,EX-M0013-004,S/W LMP FUSE MIS ITM,YES,NO
ZSPR,4000003303,NO,"TNC SPARES:STEP-UP T/F,CT TESTING",4234,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003302,NO,TNC SPARES:STEEL BOX WITH LOCK,4154,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003301,NO,TNC SPARES:START SELECTOR,4189,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003300,NO,TNC SPARES:STABILIZER 40V,3291,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000000821,M,"CI PIPE,50NB",4231,M0017,FIRE FIGHTING EQUIP,EX-M0017-001,EMULSIFIER & ACCS,YES,NO
ZSPR,4000003298,NO,"TNC SPARES:SPARE MODULE,CABINET",4137,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003297,NO,"TNC SPARES:SPARE CARD,MDT45 RELAY",4172,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003296,NO,TNC SPARES:SPARE APEX MD 50-CNTING 6 MOD,4113,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003295,NO,"TNC SPARES:SPANNER SET,OBA",3280,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003294,NO,TNC SPARES:SOLE PLATE,4202,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003293,NO,TNC SPARES:SMALL TELEPHONE INSULATOR,5199,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003292,NO,TNC SPARES:SLIDE WIRE,4137,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003291,NO,TNC SPARES:SINGLE PHASE WINDING T/F,4180,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003290,NO,TNC SPARES:SINGLE EVOLATOR,4244,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003289,NO,TNC SPARES:SIGNALLING BLOCK,4145,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003288,NO,TNC SPARES:SIGNAL LAMP,3243,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003287,NO,TNC SPARES:SIGNAL COUNTER,2287,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003286,NO,TNC SPARES:SIEMENS TOOL KIT 5 SEATER SET,4209,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003285,NO,TNC SPARES:SHORTING BRIDGE,4218,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003284,NO,TNC SPARES:SHEARING BRIDGE,4157,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003283,NO,TNC SPARES:SETR PRINT CARD,4184,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003282,NO,TNC SPARES:SELECTOR TBV RELAY,4237,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003281,NO,TNC SPARES:SCRIPT PAPER,4245,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003280,NO,TNC SPARES:SCRAPER,4257,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003279,NO,TNC SPARES:SALANIUM RECTIFIER,4163,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003278,NO,TNC SPARES:ROTARY SELECTOR MECHANISM,4225,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003277,NO,TNC SPARES:ROOM HEATER,4146,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003276,NO,TNC SPARES:RINGER ASSEMBLY,3158,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003275,NO,TNC SPARES:RIGHT GRIP,3162,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003274,NO,TNC SPARES:RHEOSTAT VOLTAGE INJECTOR,4210,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003273,NO,TNC SPARES:RHEOSTAT CURRENT INJECTOR,4110,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003272,NO,TNC SPARES:RHEOSTAT 5A-26A,4253,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003271,NO,TNC SPARES:REVOLUTION,4138,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003270,NO,TNC SPARES:RESERVOIER CAPCITOR BANK,4141,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003269,NO,TNC SPARES:RELAYS RK/RX TYPE,4274,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003268,NO,"TNC SPARES:RELAY,SSB V20033-505",4111,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003267,NO,TNC SPARES:RELAY YCG-17 B-24A,4154,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003266,NO,TNC SPARES:RELAY YCG-14PF -39C,4128,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003265,NO,TNC SPARES:RELAY XCG-22 F-35-B,4231,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003264,NO,"TNC SPARES:RELAY X,SSB (V20033-505)",4179,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003263,NO,TNC SPARES:RELAY X (TBB 332/530),4182,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003262,NO,"TNC SPARES:RELAY WR,FGS HW 41K",4257,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003261,NO,TNC SPARES:RELAY WITH THIRMEISTER,4215,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003260,NO,TNC SPARES:RELAY VIBRATOR,5192,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003259,NO,TNC SPARES:RELAY TESTING SET TYPE TUHR,4230,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003258,NO,TNC SPARES:RELAY TESTER SWITCH,4171,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003257,NO,TNC SPARES:RELAY TEST PLUG,4170,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003256,NO,TNC SPARES:RELAY SOCKET,4128,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003255,NO,TNC SPARES:RELAY RTXB,2150,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003254,NO,"TNC SPARES:RELAY RK,SSB V20031-B510",4194,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003253,NO,"TNC SPARES:RELAY PRINTER,TELEPHONE SET",4261,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZCON,4100000663,L,"OIL,LUBRICATING",3167,M0035,OIL AND LUBRICANTS,EX-M0035-001,OIL & LUBRICANTS,YES,NO
ZSPR,4000003251,NO,TNC SPARES:RELAY OUTPUT,4223,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003250,NO,"TNC SPARES:RELAY CARD,TELEPHONE",4180,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003249,NO,"TNC SPARES:RELAY BR,SSB TBV 304/541",4220,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003248,NO,"TNC SPARES:RELAY AD,SSB V20741-A109",3149,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003247,NO,"TNC SPARES:RECORDING VOLTMETER,AC",4232,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003246,NO,TNC SPARES:RECORDING STYLUS,4237,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003245,NO,TNC SPARES:RECORDING FREQUENCY METER,4239,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003244,NO,TNC SPARES:RECEPTION CONTROLLER,4281,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003243,NO,TNC SPARES:RECEIVER SET,4171,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003242,NO,TNC SPARES:REC. SPEECH AMPLIFIER,4272,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZSPR,4000003241,NO,TNC SPARES:REACTANCE PLATE,4112,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
ZTOW,4300001981,NO,"MONOPOLE,DC,245KV,PD,30-60DEG,21M",3181,M0043,TOWER,,,YES,NO
ZSPR,4000003239,NO,TNC SPARES:QUARTZ CRYSTAL 296.350KHZ,4236,M0046,MISC. MATERIAL,EX-M0046-002,MISC. SPARE PARTS,YES,NO
